,Country,State,City/Station,WMO,Source Data,Latitude (N+/S-),Longitude (E+/W-),Time Zone (GMT +/-),Elevation (m),URL
7253,ITA,PU,Taranto-Grottaglie.AP,163240,SRC-TMYx,40.5172,17.3997,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Taranto-Grottaglie.AP.163240_TMYx.2007-2021.zip
7254,ITA,PU,Taranto-Grottaglie.AP,163240,SRC-TMYx,40.5172,17.3997,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Taranto-Grottaglie.AP.163240_TMYx.2009-2023.zip
7255,ITA,PU,Taranto-Grottaglie.AP,163240,SRC-TMYx,40.5172,17.3997,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Taranto-Grottaglie.AP.163240_TMYx.zip
7256,ITA,PU,Ginosa.Marina,163250,Custom-163250,40.4244,16.8867,1,11.5,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Ginosa.Marina.163250_TMYx.2004-2018.zip
7257,ITA,PU,Ginosa.Marina,163250,SRC-TMYx,40.4244,16.8867,1,11.5,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Ginosa.Marina.163250_TMYx.2007-2021.zip
7258,ITA,PU,Ginosa.Marina,163250,SRC-TMYx,40.4244,16.8867,1,11.5,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Ginosa.Marina.163250_TMYx.2009-2023.zip
7259,ITA,PU,Ginosa.Marina,163250,SRC-TMYx,40.4244,16.8867,1,11.5,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Ginosa.Marina.163250_TMYx.zip
7260,ITA,PU,Lecce-Galatina.AB,163320,Custom-163320,40.2383,18.1389,1,53.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Lecce-Galatina.AB.163320_TMYx.2004-2018.zip
7261,ITA,PU,Lecce-Galatina.AB,163320,SRC-TMYx,40.2383,18.1389,1,53.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Lecce-Galatina.AB.163320_TMYx.2007-2021.zip
7262,ITA,PU,Lecce-Galatina.AB,163320,SRC-TMYx,40.2383,18.1389,1,53.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Lecce-Galatina.AB.163320_TMYx.2009-2023.zip
7263,ITA,PU,Lecce-Galatina.AB,163320,SRC-TMYx,40.2383,18.1389,1,53.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Lecce-Galatina.AB.163320_TMYx.zip
7264,ITA,PU,Otranto,163340,SRC-TMYx,40.1108,18.5122,1,81.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Otranto.163340_TMYx.2007-2021.zip
7265,ITA,PU,Otranto,163340,SRC-TMYx,40.1108,18.5122,1,81.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Otranto.163340_TMYx.2009-2023.zip
7266,ITA,PU,Otranto,163340,SRC-TMYx,40.1108,18.5122,1,81.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Otranto.163340_TMYx.zip
7267,ITA,LB,Bonifati,163370,Custom-163370,39.5847,15.8914,1,485.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Bonifati.163370_TMYx.2004-2018.zip
7268,ITA,LB,Bonifati,163370,SRC-TMYx,39.5847,15.8914,1,485.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Bonifati.163370_TMYx.2007-2021.zip
7269,ITA,LB,Bonifati,163370,SRC-TMYx,39.5847,15.8914,1,485.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Bonifati.163370_TMYx.2009-2023.zip
7270,ITA,LB,Bonifati,163370,SRC-TMYx,39.5847,15.8914,1,485.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Bonifati.163370_TMYx.zip
7271,ITA,LB,Scuro.Mtn,163440,Custom-163440,39.3306,16.3964,1,1677.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Scuro.Mtn.163440_TMYx.2004-2018.zip
7272,ITA,LB,Scuro.Mtn,163440,SRC-TMYx,39.3306,16.3964,1,1677.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Scuro.Mtn.163440_TMYx.2007-2021.zip
7273,ITA,LB,Scuro.Mtn,163440,SRC-TMYx,39.3306,16.3964,1,1677.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Scuro.Mtn.163440_TMYx.2009-2023.zip
7274,ITA,LB,Scuro.Mtn,163440,SRC-TMYx,39.3306,16.3964,1,1677.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Scuro.Mtn.163440_TMYx.zip
7275,ITA,LB,Crotone-S-Anna.AP,163500,Custom-163500,38.9967,17.0792,1,161.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Crotone-S-Anna.AP.163500_TMYx.2004-2018.zip
7276,ITA,LB,Crotone-S-Anna.AP,163500,SRC-TMYx,38.9967,17.0792,1,161.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Crotone-S-Anna.AP.163500_TMYx.2007-2021.zip
7277,ITA,LB,Crotone-S-Anna.AP,163500,SRC-TMYx,38.9967,17.0792,1,161.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Crotone-S-Anna.AP.163500_TMYx.2009-2023.zip
7278,ITA,LB,Crotone-S-Anna.AP,163500,SRC-TMYx,38.9967,17.0792,1,161.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Crotone-S-Anna.AP.163500_TMYx.zip
7279,ITA,PU,Santa.Maria.di.Leuc,163600,Custom-163600,39.8114,18.3422,1,112.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Santa.Maria.di.Leuc.163600_TMYx.2004-2018.zip
7280,ITA,PU,Santa.Maria.di.Leuc,163600,SRC-TMYx,39.8114,18.3422,1,112.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Santa.Maria.di.Leuc.163600_TMYx.2007-2021.zip
7281,ITA,PU,Santa.Maria.di.Leuc,163600,SRC-TMYx,39.8114,18.3422,1,112.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Santa.Maria.di.Leuc.163600_TMYx.2009-2023.zip
7282,ITA,PU,Santa.Maria.di.Leuc,163600,SRC-TMYx,39.8114,18.3422,1,112.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/PU_Apulia/ITA_PU_Santa.Maria.di.Leuc.163600_TMYx.zip
7283,ITA,LB,Lamezia.Terme.Intl.AP,163620,Custom-163620,38.9083,16.2417,1,16.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Lamezia.Terme.Intl.AP.163620_TMYx.2004-2018.zip
7284,ITA,LB,Lamezia.Terme.Intl.AP,163620,SRC-TMYx,38.9083,16.2417,1,16.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Lamezia.Terme.Intl.AP.163620_TMYx.2007-2021.zip
7285,ITA,LB,Lamezia.Terme.Intl.AP,163620,SRC-TMYx,38.9083,16.2417,1,16.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Lamezia.Terme.Intl.AP.163620_TMYx.2009-2023.zip
7286,ITA,LB,Lamezia.Terme.Intl.AP,163620,SRC-TMYx,38.9083,16.2417,1,16.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Lamezia.Terme.Intl.AP.163620_TMYx.zip
7287,ITA,LB,Serralta.di.S.Vito,163640,SRC-TMYx,38.7556,16.3683,1,998.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Serralta.di.S.Vito.163640_TMYx.2007-2021.zip
7288,ITA,LB,Serralta.di.S.Vito,163640,SRC-TMYx,38.7556,16.3683,1,998.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Serralta.di.S.Vito.163640_TMYx.2009-2023.zip
7289,ITA,LB,Serralta.di.S.Vito,163640,SRC-TMYx,38.7556,16.3683,1,998.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Serralta.di.S.Vito.163640_TMYx.zip
7290,ITA,LB,Catanzaro,163650,SRC-TMYx,38.9053,16.5953,1,334.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Catanzaro.163650_TMYx.2007-2021.zip
7291,ITA,LB,Catanzaro,163650,SRC-TMYx,38.9053,16.5953,1,334.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Catanzaro.163650_TMYx.2009-2023.zip
7292,ITA,LB,Catanzaro,163650,SRC-TMYx,38.9053,16.5953,1,334.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Catanzaro.163650_TMYx.zip
7293,ITA,SC,Ustica.Island,164000,Custom-164000,38.7072,13.1772,1,243.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Ustica.Island.164000_TMYx.2004-2018.zip
7294,ITA,SC,Ustica.Island,164000,SRC-TMYx,38.7072,13.1772,1,243.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Ustica.Island.164000_TMYx.2007-2021.zip
7295,ITA,SC,Ustica.Island,164000,SRC-TMYx,38.7072,13.1772,1,243.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Ustica.Island.164000_TMYx.2009-2023.zip
7296,ITA,SC,Ustica.Island,164000,SRC-TMYx,38.7072,13.1772,1,243.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Ustica.Island.164000_TMYx.zip
7297,ITA,SC,Palermo-Falcone.Borsellino.AP,164050,Custom-164050,38.1819,13.0994,1,34.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Falcone.Borsellino.AP.164050_TMYx.2004-2018.zip
7298,ITA,SC,Palermo-Falcone.Borsellino.AP,164050,SRC-TMYx,38.1819,13.0994,1,34.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Falcone.Borsellino.AP.164050_TMYx.2007-2021.zip
7299,ITA,SC,Palermo-Falcone.Borsellino.AP,164050,SRC-TMYx,38.1819,13.0994,1,34.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Falcone.Borsellino.AP.164050_TMYx.2009-2023.zip
7300,ITA,SC,Palermo-Falcone.Borsellino.AP,164050,SRC-TMYx,38.1819,13.0994,1,34.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Falcone.Borsellino.AP.164050_TMYx.zip
7301,ITA,SC,Palermo-Boccadifalco.AP,164090,Custom-164090,38.1119,13.3117,1,122.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Boccadifalco.AP.164090_TMYx.2004-2018.zip
7302,ITA,SC,Palermo-Boccadifalco.AP,164090,SRC-TMYx,38.1119,13.3117,1,122.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Boccadifalco.AP.164090_TMYx.2007-2021.zip
7303,ITA,SC,Palermo-Boccadifalco.AP,164090,SRC-TMYx,38.1119,13.3117,1,122.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Palermo-Boccadifalco.AP.164090_TMYx.zip
7304,ITA,SC,Isola.Salina,164150,SRC-TMYx,38.58,14.8717,1,47.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Salina.164150_TMYx.2007-2021.zip
7305,ITA,SC,Isola.Salina,164150,SRC-TMYx,38.58,14.8717,1,47.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Salina.164150_TMYx.2009-2023.zip
7306,ITA,SC,Isola.Salina,164150,SRC-TMYx,38.58,14.8717,1,47.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Salina.164150_TMYx.zip
7307,ITA,SC,Isola.Stromboli,164160,SRC-TMYx,38.8025,15.2342,1,77.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Stromboli.164160_TMYx.2007-2021.zip
7308,ITA,SC,Isola.Stromboli,164160,SRC-TMYx,38.8025,15.2342,1,77.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Stromboli.164160_TMYx.2009-2023.zip
7309,ITA,SC,Isola.Stromboli,164160,SRC-TMYx,38.8025,15.2342,1,77.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Isola.Stromboli.164160_TMYx.zip
7310,ITA,SC,Messina,164200,Custom-164200,38.1997,15.5489,1,54.1,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Messina.164200_TMYx.2004-2018.zip
7311,ITA,SC,Messina,164200,SRC-TMYx,38.1997,15.5489,1,54.1,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Messina.164200_TMYx.2007-2021.zip
7312,ITA,SC,Messina,164200,SRC-TMYx,38.1997,15.5489,1,54.1,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Messina.164200_TMYx.2009-2023.zip
7313,ITA,SC,Messina,164200,SRC-TMYx,38.1997,15.5489,1,54.1,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Messina.164200_TMYx.zip
7314,ITA,LB,Reggio.di.Calabria-Minniti.AP,164220,Custom-164220,38.0719,15.6536,1,21.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Reggio.di.Calabria-Minniti.AP.164220_TMYx.2004-2018.zip
7315,ITA,LB,Reggio.di.Calabria-Minniti.AP,164220,SRC-TMYx,38.0719,15.6536,1,21.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Reggio.di.Calabria-Minniti.AP.164220_TMYx.2007-2021.zip
7316,ITA,LB,Reggio.di.Calabria-Minniti.AP,164220,SRC-TMYx,38.0719,15.6536,1,21.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Reggio.di.Calabria-Minniti.AP.164220_TMYx.2009-2023.zip
7317,ITA,LB,Reggio.di.Calabria-Minniti.AP,164220,SRC-TMYx,38.0719,15.6536,1,21.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Reggio.di.Calabria-Minniti.AP.164220_TMYx.zip
7318,ITA,SC,Trapani.Birgi.AP,164290,Custom-164290,37.9142,12.4914,1,9.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Trapani.Birgi.AP.164290_TMYx.2004-2018.zip
7319,ITA,SC,Trapani.Birgi.AP,164290,SRC-TMYx,37.9142,12.4914,1,9.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Trapani.Birgi.AP.164290_TMYx.2007-2021.zip
7320,ITA,SC,Trapani.Birgi.AP,164290,SRC-TMYx,37.9142,12.4914,1,9.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Trapani.Birgi.AP.164290_TMYx.2009-2023.zip
7321,ITA,SC,Trapani.Birgi.AP,164290,SRC-TMYx,37.9142,12.4914,1,9.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Trapani.Birgi.AP.164290_TMYx.zip
7322,ITA,SC,Prizzi,164340,Custom-164340,37.7228,13.4281,1,1035.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Prizzi.164340_TMYx.2004-2018.zip
7323,ITA,SC,Prizzi,164340,SRC-TMYx,37.7228,13.4281,1,1035.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Prizzi.164340_TMYx.2007-2021.zip
7324,ITA,SC,Prizzi,164340,SRC-TMYx,37.7228,13.4281,1,1035.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Prizzi.164340_TMYx.2009-2023.zip
7325,ITA,SC,Prizzi,164340,SRC-TMYx,37.7228,13.4281,1,1035.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Prizzi.164340_TMYx.zip
7326,ITA,SC,Sciacca,164360,SRC-TMYx,37.5136,13.1267,1,126.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Sciacca.164360_TMYx.2007-2021.zip
7327,ITA,SC,Sciacca,164360,SRC-TMYx,37.5136,13.1267,1,126.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Sciacca.164360_TMYx.2009-2023.zip
7328,ITA,SC,Sciacca,164360,SRC-TMYx,37.5136,13.1267,1,126.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Sciacca.164360_TMYx.zip
7329,ITA,SC,Gibilmanna,164420,SRC-TMYx,37.9908,14.0269,1,999.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gibilmanna.164420_TMYx.2007-2021.zip
7330,ITA,SC,Gibilmanna,164420,SRC-TMYx,37.9908,14.0269,1,999.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gibilmanna.164420_TMYx.2009-2023.zip
7331,ITA,SC,Gibilmanna,164420,SRC-TMYx,37.9908,14.0269,1,999.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gibilmanna.164420_TMYx.zip
7332,ITA,SC,Enna,164500,Custom-164500,37.5681,14.2797,1,1003.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Enna.164500_TMYx.2004-2018.zip
7333,ITA,SC,Enna,164500,SRC-TMYx,37.5681,14.2797,1,1003.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Enna.164500_TMYx.2007-2021.zip
7334,ITA,SC,Enna,164500,SRC-TMYx,37.5681,14.2797,1,1003.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Enna.164500_TMYx.2009-2023.zip
7335,ITA,SC,Enna,164500,SRC-TMYx,37.5681,14.2797,1,1003.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Enna.164500_TMYx.zip
7336,ITA,SC,Gela,164530,Custom-164530,37.0764,14.225,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gela.164530_TMYx.2004-2018.zip
7337,ITA,SC,Gela,164530,SRC-TMYx,37.0764,14.225,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gela.164530_TMYx.2007-2021.zip
7338,ITA,SC,Gela,164530,SRC-TMYx,37.0764,14.225,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gela.164530_TMYx.2009-2023.zip
7339,ITA,SC,Gela,164530,SRC-TMYx,37.0764,14.225,1,69.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Gela.164530_TMYx.zip
7340,ITA,SC,NAS.Signoella,164590,Custom-164590,37.4056,14.9186,1,29.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_NAS.Signoella.164590_TMYx.2004-2018.zip
7341,ITA,SC,NAS.Signoella,164590,SRC-TMYx,37.4056,14.9186,1,29.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_NAS.Signoella.164590_TMYx.2007-2021.zip
7342,ITA,SC,NAS.Signoella,164590,SRC-TMYx,37.4056,14.9186,1,29.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_NAS.Signoella.164590_TMYx.2009-2023.zip
7343,ITA,SC,NAS.Signoella,164590,SRC-TMYx,37.4056,14.9186,1,29.3,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_NAS.Signoella.164590_TMYx.zip
7344,ITA,SC,Catania.Fontanarossa.AP,164600,Custom-164600,37.4667,15.0639,1,17.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Catania.Fontanarossa.AP.164600_TMYx.2004-2018.zip
7345,ITA,SC,Catania.Fontanarossa.AP,164600,SRC-TMYx,37.4667,15.0639,1,17.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Catania.Fontanarossa.AP.164600_TMYx.2007-2021.zip
7346,ITA,SC,Catania.Fontanarossa.AP,164600,SRC-TMYx,37.4667,15.0639,1,17.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Catania.Fontanarossa.AP.164600_TMYx.2009-2023.zip
7347,ITA,SC,Catania.Fontanarossa.AP,164600,SRC-TMYx,37.4667,15.0639,1,17.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Catania.Fontanarossa.AP.164600_TMYx.zip
7348,ITA,SC,Siracusa,164640,SRC-TMYx,37.0661,15.2794,1,3.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Siracusa.164640_TMYx.2007-2021.zip
7349,ITA,SC,Siracusa,164640,SRC-TMYx,37.0661,15.2794,1,3.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Siracusa.164640_TMYx.2009-2023.zip
7350,ITA,SC,Siracusa,164640,SRC-TMYx,37.0661,15.2794,1,3.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Siracusa.164640_TMYx.zip
7351,ITA,SC,Mezzo.Gregorio,164650,SRC-TMYx,36.9658,14.9578,1,640.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Mezzo.Gregorio.164650_TMYx.2007-2021.zip
7352,ITA,SC,Mezzo.Gregorio,164650,SRC-TMYx,36.9658,14.9578,1,640.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Mezzo.Gregorio.164650_TMYx.2009-2023.zip
7353,ITA,SC,Mezzo.Gregorio,164650,SRC-TMYx,36.9658,14.9578,1,640.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Mezzo.Gregorio.164650_TMYx.zip
7354,ITA,LB,Cape.Spartivento,164690,SRC-TMYx,37.9258,16.0606,1,119.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Cape.Spartivento.164690_TMYx.2007-2021.zip
7355,ITA,LB,Cape.Spartivento,164690,SRC-TMYx,37.9258,16.0606,1,119.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Cape.Spartivento.164690_TMYx.2009-2023.zip
7356,ITA,LB,Cape.Spartivento,164690,SRC-TMYx,37.9258,16.0606,1,119.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/LB_Calabria/ITA_LB_Cape.Spartivento.164690_TMYx.zip
7357,ITA,SC,Pantelleria.AP,164700,Custom-164700,36.8139,11.9711,1,198.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Pantelleria.AP.164700_TMYx.2004-2018.zip
7358,ITA,SC,Pantelleria.AP,164700,SRC-TMYx,36.8139,11.9711,1,198.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Pantelleria.AP.164700_TMYx.2007-2021.zip
7359,ITA,SC,Pantelleria.AP,164700,SRC-TMYx,36.8139,11.9711,1,198.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Pantelleria.AP.164700_TMYx.2009-2023.zip
7360,ITA,SC,Pantelleria.AP,164700,SRC-TMYx,36.8139,11.9711,1,198.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Pantelleria.AP.164700_TMYx.zip
7361,ITA,SC,Comiso,164750,SRC-TMYx,36.983,14.617,1,210.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Comiso.164750_TMYx.2007-2021.zip
7362,ITA,SC,Comiso,164750,SRC-TMYx,36.983,14.617,1,210.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Comiso.164750_TMYx.2009-2023.zip
7363,ITA,SC,Comiso,164750,SRC-TMYx,36.983,14.617,1,210.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Comiso.164750_TMYx.zip
7364,ITA,SC,Cozzo.Spadaro,164800,Custom-164800,36.6861,15.1314,1,51.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Cozzo.Spadaro.164800_TMYx.2004-2018.zip
7365,ITA,SC,Cozzo.Spadaro,164800,SRC-TMYx,36.6861,15.1314,1,51.0,https://climate.onebuilding.org/WMO_Region_6_Europe/ITA_Italy/SC_Sicily/ITA_SC_Cozzo.Spadaro.164800_TMYx.2007-2021.zip
